destination,country,description,category,average_cost,weather,activities,image_url
Venice,Italy,Ciudad única construida sobre canales con gran atractivo turístico,Cultural,1759.73,Templado,"Paseos en góndola, museos, tours históricos, local museums",https://plus.unsplash.com/premium_photo-1661963047742-dabc5a735357
Florence,Italy,Capital del Renacimiento y una de las ciudades más artísticas de Europa,Familiar,1786.51,Templado,"Museos, galerías, arquitectura, food tours",https://images.unsplash.com/photo-1476362174823-3a23f4aa6d76
Milan,Italy,Centro financiero y de la moda con catedrales y shopping de alto nivel,Urbano,1315.27,Templado,"Compras, arquitectura, gastronomía, photo spots",https://images.unsplash.com/photo-1667020938802-2a2394842adf
Naples,Italy,"Ciudad histórica junto al Vesubio, puerta a Pompeya y la costa amalfitana",Histórico,1622.96,Cálido,"Ruinas, gastronomía, paseos costeros, food tours",https://images.unsplash.com/photo-1612698093158-e07ac200d44e
Barcelona,Spain,Ciudad mediterránea con arquitectura única y vida nocturna activa,Urbano,1694.48,Cálido,"Playas, arte, gastronomía, photo spots",https://images.unsplash.com/photo-1464790719320-516ecd75af6c
Madrid,Spain,"Capital de España con museos, parques y un ambiente moderno",Relax,1210.61,Templado,"Museos, gastronomía",https://images.unsplash.com/photo-1543783207-ec64e4d95325
Seville,Spain,"Corazón andaluz con palacios, flamenco y casco histórico atractivo",Histórico,1066.59,Cálido,"Palacios, flamenco, recorridos a pie, adventure park",https://images.unsplash.com/photo-1656596297359-7cfc62018427
Valencia,Spain,"Ciudad costera con arquitectura moderna, playas y paella tradicional",Playa,1023.39,Cálido,"Playas, gastronomía, ciencia y arte, local museums",https://plus.unsplash.com/premium_photo-1697729417574-e41f0c327665
Granada,Spain,Ciudad andaluza con la Alhambra y barrios históricos sobre la sierra,Aventura,1152.72,Templado,"Palacios, senderismo, gastronomía, adventure park",https://images.unsplash.com/photo-1564740603199-5f56138c6679
Berlin,Germany,Ciudad moderna con historia reciente y vibrante vida cultural,Urbano,1698.13,Frío,"tours históricos, música",https://images.unsplash.com/photo-1528728329032-2972f65dfb3f
Munich,Germany,"Ciudad tradicional bávara, famosa por su arquitectura y festivales",Cultural,1271.91,Frío,"Museos, cervecerías",https://images.unsplash.com/photo-1649609765902-254a227dc960
Hamburg,Germany,"Puerto importante con canales, vida cultural y música",Urbano,1398.07,Frío,"Paseos por el puerto, museos",https://images.unsplash.com/photo-1685113349417-2f2e20a94782
Cologne,Germany,Ciudad histórica a orillas del Rin con catedral gótica imponente,Histórico,1187.98,Frío,"Catedral, museos",https://images.unsplash.com/photo-1722722864801-962b94fbb715
Frankfurt,Germany,Centro financiero con rascacielos y buenos enlaces para negocios,Urbano,1184.1,Frío,"Negocios, museos",https://images.unsplash.com/photo-1650024001493-1c060d666102
Amsterdam,Netherlands,Ciudad de canales con un ambiente relajado y museos importantes,Urbano,1331.91,Frío,Museos,https://images.unsplash.com/photo-1745600117455-d93609ff9fbd
Rotterdam,Netherlands,Puerto moderno con arquitectura contemporánea y vida cultural activa,Urbano,1443.35,Frío,"Arquitectura, museos",https://plus.unsplash.com/premium_photo-1716296465623-75be56e8036d
Utrecht,Netherlands,Ciudad universitaria con canales tranquilos y patrimonio medieval,Cultural,1129.97,Frío,"Paseos, cafés, museos, shopping",https://plus.unsplash.com/premium_photo-1694475538376-606f114e0853
The Hague,Netherlands,Sede de instituciones internacionales y playas cercanas,Urbano,1280.47,Frío,"playas, museos",https://images.unsplash.com/photo-1594477778796-48c808b4c443
Maastricht,Netherlands,"Ciudad histórica en el sur, famosa por su centro peatonal y gastronomía",Cultural,1333.54,Templado,"Paseos, gastronomía, festivales, photo spots",https://images.unsplash.com/photo-1682285323616-b1f6ab16b96b
Brussels,Belgium,Ciudad multicultural con arquitectura clásica y excelente gastronomía,Cultural,1657.84,Frío,"Museos, chocolates",https://images.unsplash.com/photo-1575845664732-ee40fdc525a3
Tokyo,Japan,Megaciudad tecnológica con tradición cultural milenaria,Urbano,2446.56,Templado,"Museos, templos, compras, food tours",https://images.unsplash.com/photo-1549693578-d683be217e58
Kyoto,Japan,"Capital cultural de Japón, famosa por templos, jardines y tradiciones",Cultural,1767.62,Templado,"Templos, jardines, ceremonias, local museums",https://images.unsplash.com/photo-1545569341-9eb8b30979d9
Osaka,Japan,Ciudad moderna llena de gastronomía y entretenimiento,Urbano,1707.51,Templado,"Compras, parques",https://images.unsplash.com/photo-1542210940661-5f91cb7afe02
Hiroshima,Japan,Ciudad histórica conocida por su memorial de la paz y cultura contemporánea,Familiar,1804.11,Templado,"Museos, gastronomía",https://images.unsplash.com/photo-1669777776138-0cabf8027f37
Sapporo,Japan,"Capital de Hokkaido, famosa por nieve, cerveza y festivales de invierno",Aventura,2032.07,Frío,"Festivales, esquí, gastronomía local, shopping",https://plus.unsplash.com/premium_photo-1724593825200-39731dcdacf8
Seoul,South Korea,"Ciudad moderna con cultura pop, tecnología y palacios históricos",Urbano,1886.91,Frío,"Compras, templos, gastronomía, shopping",https://images.unsplash.com/photo-1506816561089-5cc37b3aa9b0?
Busan,South Korea,Ciudad costera famosa por playas y mercados tradicionales,Cultural,1569.68,Cálido,"Playas, senderismo, mercados, food tours",https://plus.unsplash.com/premium_photo-1661886360250-87b18410aefd
Daegu,South Korea,"Ciudad con tradición textil, festivales culturales y mercados locales",Cultural,913.91,Templado,"Mercados, festivales, gastronomía, shopping",https://images.unsplash.com/photo-1663670889635-0aabebf112ba
Incheon,South Korea,Importante puerto y hub cercano a Seúl con ocio y playas urbanas,Urbano,1559.11,Templado,"Playas, paseos, gastronomía, food tours",https://images.unsplash.com/photo-1641773861272-d2ce368924bc
Jeju,South Korea,"Isla volcánica con paisajes naturales, cascadas y playas volcánicas",Aventura,1127.13,Templado,"Senderismo, playas",https://images.unsplash.com/photo-1701178086825-c1ca5fab2f34
Bangkok,Thailand,"Ciudad vibrante con templos, mercados nocturnos y gastronomía",Cultural,1248.62,Tropical,"Templos, compras, gastronomía, photo spots",https://images.unsplash.com/photo-1506973035872-a4ec16b8e8d9
Phuket,Thailand,Isla tropical famosa por playas y actividades acuáticas,Playa,1603.83,Tropical,"Playas, snorkel, paseos en barco, photo spots",https://images.unsplash.com/photo-1507525428034-b723cf961d3e
Bali,Indonesia,"Isla paradisíaca con playas, templos y naturaleza exuberante",Playa,1386.17,Tropical,"Surf, templos, senderismo, photo spots",https://plus.unsplash.com/premium_photo-1677829177642-30def98b0963
Singapore,Singapore,"Ciudad-estado moderna, organizada y multicultural",Cultural,2048.49,Tropical,"Compras, parques, gastronomía, photo spots",https://plus.unsplash.com/premium_photo-1697730373939-3ebcaa9d295e
Sydney,Australia,Ciudad costera famosa por la Opera House y sus playas,Urbano,2368.51,Templado,"Playas, museos",https://plus.unsplash.com/premium_photo-1697730221799-f2aa87ab2c5d
Melbourne,Australia,Ciudad cultural con excelente calidad de vida y arte urbano,Urbano,1649.01,Templado,"Museos, cafés, galerías, adventure park",https://plus.unsplash.com/premium_photo-1733338816344-1a21444a646f
Auckland,New Zealand,"Ciudad rodeada de naturaleza, volcanes y actividades al aire libre",Aventura,2874.52,Templado,"tours, navegación",https://images.unsplash.com/photo-1507699622108-4be3abd695ad
Toronto,Canada,"Ciudad multicultural con museos, parques y vida urbana activa",Urbano,1914.11,Frío,"Museos, parques",https://plus.unsplash.com/premium_photo-1694475481348-7cbe417be129
Vancouver,Canada,"Ciudad costera rodeada de montañas, ideal para actividades al aire libre",Aventura,1504.42,Frío,"esquí, tours",https://images.unsplash.com/photo-1506811238036-c14a9b4e0a83
New York,USA,"Ciudad icónica con rascacielos, museos y amplia vida cultural",Urbano,1459.58,Frío,"Museos, parques, espectáculos, photo spots",https://plus.unsplash.com/premium_photo-1714051660720-888e8454a021
Los Angeles,USA,"Ciudad costera con clima cálido, playas y entretenimiento",Playa,2145.87,Cálido,"Playas, tours, gastronomía, photo spots",https://images.unsplash.com/photo-1597982087634-9884f03198ce
Miami,USA,Destino playero internacional con vida nocturna y clima tropical,Naturaleza,1870.01,Tropical,"Playas, gastronomía",https://plus.unsplash.com/premium_photo-1697730215093-baeae8060bfe
San Francisco,USA,"Ciudad costera con puente icónico, colinas y escena tecnológica",Urbano,1472.72,Templado,"Puente, gastronomía",https://images.unsplash.com/photo-1597388708659-93999d38d96a
Chicago,USA,Ciudad con bastantes edificios y vida cultural activa,Urbano,1783.44,Frío,"Arquitectura, gastronomía, local museums",https://images.unsplash.com/photo-1706020117675-0cfade6b45bd
Cusco,Peru,Capital histórica del imperio Inca y puerta a Machu Picchu,Histórico,928.94,Frío,"trekking, cultura",https://images.unsplash.com/photo-1526392060635-9d6019884377
Lima,Peru,Capital gastronómica de Sudamérica con clima templado y costa,Urbano,994.17,Templado,"Gastronomía, museos, playas, photo spots",https://images.unsplash.com/photo-1577587230708-187fdbef4d91
Arequipa,Peru,Ciudad colonial rodeada de volcanes y arquitectura con sillar blanco,Histórico,1238.62,Templado,"City tours, museos, trekking, food tours",https://plus.unsplash.com/premium_photo-1697730225889-8d7fccad86a2
Trujillo,Peru,Ciudad costera norteña con patrimonio colonial y Huacas precolombinas,Cultural,1008.93,Templado,"Sitios arqueológicos, playas, gastronomía, adventure park",https://plus.unsplash.com/premium_photo-1697730089767-45e915ef27f9
Iquitos,Peru,Puerta de entrada a la Amazonía peruana con eco-turismo fluvial,Aventura,1342.0,Tropical,"Excursiones en la selva, mercados",https://images.unsplash.com/photo-1588837276720-2d2c1de8d05f?
Buenos Aires,Argentina,Capital vibrante con cultura europea y vida nocturna activa,Urbano,1089.24,Templado,"Museos, tango, recorridos urbanos, photo spots",https://plus.unsplash.com/premium_photo-1697729901052-fe8900e24993
Rio de Janeiro,Brazil,"Ciudad tropical famosa por playas, samba y el Cristo Redentor",Playa,1819.07,Tropical,"Playas, senderismo, tours, photo spots",https://plus.unsplash.com/premium_photo-1671211307997-f4f552b0601c
São Paulo,Brazil,A beautiful place to enjoy compras and experience cold weather.,Aventura,4623.02,Tropical,escalada,https://images.unsplash.com/photo-1554168848-228452c09d60
Santiago,Chile,Capital moderna rodeada de montañas y viñedos,Relax,1722.41,Templado,"Viñedos, senderismo",https://images.unsplash.com/photo-1689850543263-01a52ccc6943
Cape Town,South Africa,"Ciudad costera con montañas, playas y vida silvestre",Aventura,1936.45,Templado,"Playas, senderismo",https://images.unsplash.com/photo-1649148389196-51743eafef3f
Cairo,Egypt,"Ciudad histórica con pirámides, museos y mercado tradicional",Aventura,1582.41,Cálido,"museos, tours",https://images.unsplash.com/photo-1626692880062-35c360fb6afc
Giza,Egypt,"Ubicación de las famosas pirámides y la Esfinge, a las afueras de El Cairo",Histórico,1146.43,Cálido,"visitas arqueológicas, paseos en camello",https://images.unsplash.com/photo-1666136242373-f060fff09729
Luxor,Egypt,Antigua Tebas con templos y el Valle de los Reyes,Histórico,1112.48,Cálido,"Templos, excursiones en faluca",https://plus.unsplash.com/premium_photo-1661962355663-2a435ccf844d
Aswan,Egypt,"Tranquila ciudad del sur con represa, templos y acceso al Nilo",Cultural,1325.76,Cálido,"Paseos por el Nilo, templos, mercados, photo spots",https://plus.unsplash.com/premium_photo-1694475193074-914ee0eb7308
Alexandria,Egypt,Puerto mediterráneo con historia greco-romana y bibliotecas,Cultural,1411.87,Cálido,"Museos, costa",https://images.unsplash.com/photo-1633624646814-3a61ed3e2847
Dubai,United Arab Emirates,"Ciudad futurista con desierto, rascacielos y lujo",Urbano,2565.29,Cálido,"Compras, desierto, tours, local museums",https://images.unsplash.com/photo-1512453979798-5ea266f8880c
Marrakech,Morocco,"Ciudad tradicional famosa por mercados, arquitectura y desierto",Cultural,1119.85,Cálido,"Mercados, palacios, tours, local museums",https://images.unsplash.com/photo-1624805098931-098c0d918b34
Athens,Greece,Ciudad histórica con ruinas antiguas y clima mediterráneo,Histórico,1322.27,Cálido,"Ruinas, gastronomía",https://images.unsplash.com/photo-1603565816030-6b389eeb23cb
Santorini,Greece,"Isla volcánica famosa por sus vistas, playas y arquitectura blanca",Playa,2085.22,Cálido,"Playas, tours en barco, gastronomía, photo spots",https://images.unsplash.com/photo-1688664562000-4c1f7cdb48f8
Mykonos,Greece,"Isla conocida por playas, vida nocturna y arquitectura cicládica",Playa,1591.1,Cálido,"Playas, navegación",https://images.unsplash.com/photo-1601581875309-fafbf2d3ed3a
Thessaloniki,Greece,"Segunda ciudad del país con historia, gastronomía y costa",Aventura,1411.16,Templado,"vida nocturna, paseos",https://plus.unsplash.com/premium_photo-1661948398544-385ffa745b48
Heraklion,Greece,"Puerto principal de Creta, puerta a playas y sitios arqueológicos",Relax,1186.19,Cálido,"arqueología, gastronomía",https://images.unsplash.com/photo-1660806886383-d8558af05201
Reykjavik,Iceland,"Ciudad nórdica con paisajes únicos, geiseres y auroras boreales",Aventura,2255.53,Frío,"Geiseres, excursiones",https://images.unsplash.com/photo-1602167352863-04e8d262d56f
Paris,France,Ciudad romántica con gran riqueza cultural y gastronómica,Cultural,1958.28,Templado,"Museos, monumentos",https://images.unsplash.com/photo-1502602898657-3e91760cbb34
Lyon,France,Centro gastronómico y patrimonial con barrios medievales y riberas del Ródano,Urbano,1072.3,Templado,"Gastronomía, paseos a pie, museos, adventure park",https://images.unsplash.com/photo-1602087594298-706ccc894bfd
Marseille,France,"Puerto mediterráneo con mezcla cultural, mercados y costa",Cultural,1512.29,Cálido,"Playas, puerto viejo, gastronomía, adventure park",https://images.unsplash.com/photo-1739353190153-f857475cf242
Nice,France,"Destino en la Riviera con paseo marítimo, playas y clima suave",Playa,1177.32,Cálido,"Playas, paseos, museos, shopping",https://images.unsplash.com/photo-1643914729809-4aa59fdc4c17
Bordeaux,France,Región vinícola famosa por sus bodegas y arquitectura del siglo XVIII,Cultural,1609.19,Templado,"gastronomía, arquitectura",https://images.unsplash.com/photo-1655574282152-8f3fbdfa8da4
Rome,Italy,Centro histórico con arquitectura milenaria y gastronomía reconocida,Histórico,1516.58,Templado,"Ruinas, recorridos guiados",https://images.unsplash.com/photo-1552832230-c0197dd311b5
Venice,Italy,Ciudad única construida sobre canales con gran atractivo turístico,Cultural,1507.38,Templado,"Paseos en góndola, tours históricos",https://plus.unsplash.com/premium_photo-1661963047742-dabc5a735357
Florence,Italy,Capital del Renacimiento y una de las ciudades más artísticas de Europa,Cultural,1329.94,Templado,"Museos, galerías, arquitectura, shopping",https://images.unsplash.com/photo-1476362174823-3a23f4aa6d76
Milan,Italy,Centro financiero y de la moda con catedrales y shopping de alto nivel,Urbano,1933.27,Templado,"Compras, arquitectura, gastronomía, adventure park",https://images.unsplash.com/photo-1667020938802-2a2394842adf
Naples,Italy,"Ciudad histórica junto al Vesubio, puerta a Pompeya y la costa amalfitana",Histórico,1291.84,Cálido,"Ruinas, paseos costeros",https://images.unsplash.com/photo-1612698093158-e07ac200d44e
